ID_Producto,Nombre,Categoria,Precio_MXN,Stock
157,Lite Mesa 3766,Electrónica,5742.41,340
158,Lite Silla 6846,Hogar,7221.4,316
159,Pro Reloj 9180,Belleza,455.35,233
160,Mega Silla 6381,Electrónica,956.34,372
161,Lite Silla 2454,Ropa,11342.65,383
162,Max Cámara 6250,Ferretería,14874.15,300
163,Max TV 6268,Deportes,6261.2,205
164,Super Camiseta 3738,Libros,4957.22,223
165,Eco Reloj 8420,Ferretería,6163.86,103
166,Smart Silla 552,Hogar,6626.76,149
167,Ultra Zapatos 4513,Ferretería,1168.24,457
168,Super Monitor 4900,Ferretería,12417.99,93
169,Super Camiseta 5194,Ferretería,14499.6,397
170,Pro Cámara 3156,Hogar,627.61,207
171,Lite Camiseta 169,Hogar,7589.98,342
172,Max Monitor 5545,Hogar,11487.06,298
173,Eco Silla 6821,Libros,4885.69,358
174,Pro Camiseta 7122,Deportes,4519.19,342
175,Pro Laptop 9852,Hogar,13525.39,94
176,Mega Monitor 7609,Libros,884.11,2
177,Ultra Laptop 6359,Juguetes,12795.04,245
178,Max Zapatos 8125,Ropa,2671.41,465
179,Max Zapatos 3447,Belleza,3523.54,121
180,Super Silla 4517,Belleza,10042.27,26
181,Super Mochila 7302,Ropa,12023.73,164
182,Pro Laptop 2824,Ferretería,11684.65,305
183,Smart Mesa 577,Belleza,6377.34,415
184,Ultra Cámara 4741,Deportes,4648.23,314
185,Max Zapatos 3847,Hogar,3343.05,282
186,Pro Camiseta 6261,Hogar,8431.75,116
187,Smart Mochila 6156,Belleza,5561.99,393
188,Smart TV 7911,Juguetes,5873.0,58
189,Eco Monitor 2706,Belleza,6872.92,451
190,Lite Mochila 7070,Deportes,12894.22,407
191,Ultra Zapatos 9354,Belleza,2120.57,414
192,Max Mochila 9519,Hogar,5096.01,384
193,Lite Mesa 9331,Ropa,1352.18,402
194,Eco Camiseta 9857,Ferretería,575.88,224
195,Smart Monitor 2828,Ferretería,10270.16,159
196,Max Laptop 4076,Belleza,7083.78,98
197,Ultra Silla 2811,Deportes,5384.06,212
198,Ultra Zapatos 8133,Deportes,1705.37,467
199,Mega Reloj 3656,Hogar,2506.35,490
200,Ultra Reloj 8702,Juguetes,3604.09,7
201,Smart Mochila 8404,Belleza,8452.03,317
202,Eco Mochila 6425,Libros,1254.98,80
203,Lite Laptop 3481,Alimentos,14915.2,21
204,Super Silla 5419,Belleza,3480.15,364
205,Ultra TV 9214,Deportes,1267.82,236
206,Pro Laptop 9381,Ropa,13252.93,46
207,Super Silla 2332,Hogar,13933.27,250
208,Eco Cámara 9029,Juguetes,13577.72,279
209,Smart Camiseta 7169,Electrónica,8945.93,427
210,Mega Reloj 9554,Libros,1542.91,315
211,Pro Laptop 4116,Deportes,11216.3,259
212,Ultra Laptop 2910,Belleza,9608.15,148
213,Max Camiseta 4003,Libros,12271.52,117
214,Pro Cámara 6908,Hogar,654.77,422
215,Max Silla 7644,Belleza,9798.72,404
216,Super Monitor 5874,Electrónica,335.43,292
217,Mega Cámara 5495,Hogar,13617.61,491
218,Super Cámara 9955,Libros,1691.02,412
219,Lite Zapatos 8552,Hogar,6228.52,365
220,Ultra Laptop 1977,Ferretería,5720.93,193
221,Max Cámara 3203,Ropa,7549.12,364
222,Super Mesa 5263,Juguetes,6434.31,252
223,Ultra Reloj 5342,Libros,2422.02,61
224,Eco Cámara 1969,Hogar,12448.77,491
225,Pro Laptop 6789,Alimentos,5720.82,489
226,Mega Monitor 4282,Electrónica,14452.15,0
227,Ultra Mesa 538,Libros,4539.38,259
228,Ultra Zapatos 1436,Libros,10074.01,143
229,Super Camiseta 2000,Deportes,2827.47,480
230,Lite Cámara 3529,Hogar,11470.99,161
231,Smart Cámara 6828,Hogar,6397.32,142
232,Ultra Mesa 9129,Hogar,1914.46,6
233,Pro Silla 9368,Electrónica,11778.65,145
234,Smart Monitor 855,Electrónica,1699.02,308
235,Smart Reloj 4695,Belleza,5421.64,359
236,Smart Camiseta 5431,Hogar,9965.26,336
237,Max TV 7116,Ropa,10429.37,92
238,Mega Mesa 831,Libros,14525.55,424
239,Max TV 4380,Hogar,14199.29,75
240,Ultra Mesa 279,Deportes,14921.5,414
241,Lite Reloj 3321,Hogar,11480.69,384
242,Pro Mesa 2650,Alimentos,2574.28,328
243,Ultra Mochila 9450,Libros,8278.59,365
244,Super Reloj 4168,Belleza,5631.27,453
245,Eco Mesa 5639,Belleza,14768.07,381
246,Lite Reloj 8003,Ropa,6438.95,360
247,Mega Laptop 8877,Ropa,4826.56,60
248,Mega Camiseta 715,Hogar,8878.31,126
249,Lite Cámara 7524,Libros,4993.09,475
250,Mega Monitor 9381,Alimentos,5490.99,78
251,Pro Mesa 1286,Hogar,5497.97,342
252,Super Silla 9993,Ropa,7030.07,27
253,Super TV 419,Hogar,11577.98,182
254,Super Camiseta 8629,Belleza,9500.19,103
255,Eco Monitor 8562,Juguetes,8894.67,28
256,Super TV 6426,Belleza,12151.7,353
257,Lite Silla 9414,Alimentos,1736.58,303
258,Eco Cámara 351,Deportes,3437.77,429
259,Eco Mochila 7867,Ropa,3307.67,426
260,Pro Monitor 9656,Electrónica,13722.43,456
261,Pro Laptop 6687,Alimentos,10532.48,77
262,Pro Mesa 9073,Alimentos,1214.27,203
263,Lite Zapatos 9965,Deportes,3006.11,69
264,Pro Cámara 3531,Electrónica,14812.68,53
265,Ultra Monitor 5886,Juguetes,3161.16,292
266,Pro Zapatos 7367,Electrónica,7312.47,100
267,Max Mesa 9323,Deportes,13323.09,262
268,Smart Monitor 368,Deportes,13454.44,190
269,Super TV 817,Belleza,14885.83,317
270,Lite Laptop 5187,Deportes,7546.88,242
271,Eco Cámara 2671,Electrónica,4576.27,343
272,Max Laptop 4882,Juguetes,13606.93,336
273,Super Mochila 2673,Libros,13048.34,181
274,Lite Mesa 8163,Deportes,7628.34,73
275,Max Camiseta 6741,Belleza,10199.33,88
276,Eco Mochila 9415,Belleza,3726.34,1
277,Eco Laptop 8272,Alimentos,4937.64,194
278,Mega Camiseta 3565,Hogar,5003.93,465
279,Lite Laptop 4411,Belleza,8618.41,480
280,Pro Camiseta 6479,Libros,2551.89,414
281,Lite Camiseta 9173,Ferretería,11890.04,394
282,Ultra Cámara 5148,Hogar,8394.11,312
283,Pro Mochila 1183,Electrónica,14541.37,299
284,Max Laptop 3662,Belleza,11159.52,425
285,Mega Zapatos 3031,Alimentos,9623.75,353
286,Eco Camiseta 3190,Ropa,7043.3,451
287,Pro Camiseta 4359,Ropa,1745.64,430
288,Super Monitor 3890,Electrónica,7380.55,127
289,Super Mesa 6160,Ropa,11141.33,484
290,Smart Mesa 2680,Belleza,6306.97,421
291,Smart Camiseta 2822,Juguetes,8881.84,156
292,Smart Monitor 5801,Libros,3787.19,25
293,Smart TV 309,Belleza,8607.45,159
294,Smart Silla 6833,Belleza,10245.63,130
295,Ultra Monitor 2241,Ferretería,9894.84,56
296,Smart Cámara 2897,Ropa,10372.21,200
297,Max TV 9748,Hogar,10271.53,110
298,Smart Camiseta 595,Belleza,6395.53,137
299,Super Laptop 9992,Hogar,9653.7,176
300,Smart Mesa 4910,Alimentos,14692.25,343
301,Ultra Cámara 5920,Libros,1148.45,9
302,Eco Laptop 4286,Electrónica,3641.31,84
303,Lite Silla 5248,Libros,4984.38,402
304,Ultra Mochila 8361,Juguetes,3946.58,282
305,Max TV 8324,Deportes,9977.84,492
306,Smart Laptop 9370,Electrónica,11533.2,242
307,Ultra Silla 4052,Deportes,1721.2,281
308,Ultra Monitor 3194,Libros,2503.01,374
309,Smart Mesa 1496,Deportes,11269.7,46
310,Pro TV 8217,Juguetes,5432.74,19
311,Lite Reloj 5445,Electrónica,508.58,490
312,Lite Laptop 8911,Hogar,12930.1,179
313,Max Camiseta 2837,Libros,12496.56,366
314,Pro Silla 789,Ropa,1633.88,161
315,Smart Camiseta 4512,Juguetes,10036.26,111
316,Mega Camiseta 3512,Libros,12752.62,216
317,Mega Monitor 5437,Juguetes,9830.04,236
318,Max Mochila 5057,Electrónica,2187.87,53
319,Pro Zapatos 9818,Alimentos,6623.95,297
320,Max Mochila 1583,Belleza,3918.13,222
321,Pro Mesa 5823,Ferretería,5663.3,182
322,Smart Camiseta 4237,Alimentos,6885.87,411
323,Mega Zapatos 2453,Belleza,2264.65,8
324,Max Cámara 8014,Libros,2091.59,437
325,Mega Reloj 4127,Electrónica,12657.32,387
326,Max TV 4644,Deportes,13783.95,70
327,Ultra Mochila 7600,Electrónica,4878.71,307
328,Mega Zapatos 7842,Juguetes,1022.22,142
329,Ultra Mochila 7118,Libros,7790.33,454
330,Super Cámara 7225,Deportes,7547.4,451
331,Ultra Laptop 1555,Alimentos,356.71,58
332,Lite TV 258,Ferretería,4670.45,229
333,Eco TV 7710,Juguetes,10118.59,427
334,Super Camiseta 6264,Hogar,13858.89,455
335,Max Mochila 185,Alimentos,10875.98,0
336,Super Laptop 4770,Deportes,6416.74,48
337,Eco TV 7646,Ferretería,6774.61,138
338,Smart Monitor 4616,Alimentos,14754.95,374
339,Ultra Cámara 7131,Belleza,1054.13,479
340,Ultra Reloj 4025,Libros,4903.06,214
341,Smart TV 5006,Ferretería,13326.97,254
342,Smart Monitor 7839,Alimentos,10691.97,81
343,Max Reloj 1704,Ferretería,797.21,490
344,Max Silla 6190,Ropa,7310.47,485
345,Eco Cámara 8662,Hogar,7050.18,2
346,Ultra Cámara 3531,Alimentos,4412.76,192
347,Eco Reloj 3953,Ferretería,1704.63,198
348,Lite Mochila 203,Ropa,1506.54,130
349,Max Silla 4494,Ferretería,12912.52,460
350,Super Laptop 4285,Libros,7530.79,424
351,Mega Mesa 248,Electrónica,10140.71,377
352,Super Laptop 3247,Ropa,5453.91,387
353,Smart Monitor 1135,Ferretería,3308.21,19
354,Max Mochila 4729,Belleza,4944.52,290
355,Smart Mochila 4126,Hogar,8926.17,35
356,Lite Camiseta 4192,Belleza,7119.86,62
357,Super Mesa 5022,Ferretería,12859.05,160
358,Max TV 2733,Ferretería,11249.6,395
359,Pro Mochila 2899,Hogar,5787.69,311
360,Ultra Cámara 9969,Alimentos,14720.0,268
361,Ultra Reloj 7639,Libros,5091.46,377
362,Mega Silla 2032,Deportes,10490.88,360
363,Eco Monitor 5484,Alimentos,10212.24,224
364,Eco Silla 814,Libros,6277.86,144
365,Smart Laptop 7704,Juguetes,9907.03,61
366,Pro Cámara 9763,Ferretería,5987.1,285
367,Ultra Zapatos 3763,Hogar,9465.0,193
368,Ultra Zapatos 7278,Belleza,4103.7,130
369,Mega Silla 4341,Alimentos,14907.0,76
370,Eco Mochila 3822,Ferretería,10956.91,14
371,Ultra Reloj 9592,Electrónica,4693.03,386
372,Ultra Camiseta 5381,Alimentos,11778.33,457
373,Lite Cámara 2839,Hogar,1479.89,19
374,Mega Camiseta 9151,Libros,392.78,89
375,Pro Mochila 2527,Alimentos,5735.8,229
376,Eco Camiseta 1527,Deportes,14835.47,234
377,Pro Zapatos 943,Deportes,4534.52,130
378,Ultra Zapatos 7500,Deportes,2474.69,149
379,Super Mochila 3208,Deportes,6620.37,171
380,Lite TV 3669,Alimentos,8766.38,114
381,Mega Reloj 7066,Ropa,14264.64,216
382,Eco Reloj 3510,Libros,4709.01,2
383,Smart Cámara 6949,Hogar,2513.56,288
384,Eco TV 4210,Ferretería,8770.61,280
385,Smart Reloj 1428,Ferretería,1582.52,123
386,Eco Silla 2708,Electrónica,2257.65,309
387,Pro Mochila 9974,Alimentos,11466.38,89
388,Lite Camiseta 2941,Ropa,3149.07,59
389,Smart Monitor 9519,Electrónica,9998.66,313
390,Smart Zapatos 4047,Alimentos,4760.69,469
391,Eco Mochila 2021,Ropa,12546.66,382
392,Smart Laptop 4608,Belleza,5803.37,343
393,Super Laptop 8749,Ferretería,774.81,456
394,Smart Camiseta 5533,Libros,8708.31,59
395,Mega Cámara 947,Electrónica,5285.53,79
396,Lite Mesa 6501,Alimentos,4585.65,86
397,Pro Cámara 5541,Ropa,13122.67,292
398,Eco Camiseta 3083,Deportes,4931.77,278
399,Pro Cámara 9214,Juguetes,10487.11,198
400,Mega Mochila 3480,Deportes,13810.08,223
401,Super Reloj 3683,Ferretería,4823.51,499
402,Ultra Monitor 4193,Electrónica,8088.6,225
403,Super Monitor 300,Belleza,746.14,166
404,Eco Laptop 2771,Electrónica,10161.79,353
405,Super Laptop 9483,Juguetes,1508.14,298
406,Super Reloj 6947,Hogar,7766.83,48
407,Mega Monitor 8012,Alimentos,5181.24,277
408,Lite Silla 2249,Electrónica,2124.45,431
409,Max TV 5199,Hogar,13930.89,95
410,Mega Reloj 4393,Hogar,2023.58,14
411,Ultra Zapatos 9877,Hogar,4944.73,97
412,Ultra Zapatos 194,Libros,10493.62,260
413,Smart Zapatos 1179,Deportes,13801.58,108
414,Mega TV 4971,Belleza,1202.69,366
415,Super Cámara 5513,Electrónica,5837.98,157
416,Mega Cámara 9273,Ferretería,10243.2,400
417,Mega Monitor 7024,Libros,4975.68,130
418,Eco Mochila 6691,Juguetes,4477.01,146
419,Pro Zapatos 721,Libros,4862.96,271
420,Mega Monitor 3373,Electrónica,10143.55,215
421,Super TV 2551,Hogar,7638.69,438
422,Max Zapatos 2887,Ropa,9312.36,464
423,Lite Mochila 6187,Electrónica,2162.75,207
424,Super Mochila 3719,Ropa,4011.08,155
425,Lite TV 5505,Libros,9634.12,280
426,Smart Silla 4477,Ferretería,5692.49,56
427,Mega TV 3098,Alimentos,10888.02,494
428,Smart Monitor 740,Belleza,3109.53,50
429,Max Reloj 1138,Alimentos,13704.82,96
430,Pro Monitor 4354,Ferretería,4171.92,455
431,Lite Camiseta 2383,Juguetes,6023.59,323
432,Pro Laptop 7791,Electrónica,687.09,217
433,Eco Mesa 8224,Ropa,9562.08,166
434,Pro Camiseta 8925,Hogar,7139.78,352
435,Super Camiseta 1342,Deportes,11120.56,200
436,Max Laptop 9189,Belleza,8790.19,392
437,Ultra Camiseta 376,Libros,957.55,22
438,Ultra Monitor 9853,Ferretería,4529.81,451
439,Mega Zapatos 8888,Ropa,4340.28,355
440,Super Camiseta 8120,Juguetes,5712.03,449
441,Mega TV 2148,Belleza,11524.99,92
442,Ultra Camiseta 3965,Electrónica,10733.83,433
443,Pro Silla 5944,Deportes,4120.0,111
444,Super Cámara 6614,Hogar,9537.48,23
445,Lite Camiseta 2975,Ferretería,353.2,488
446,Mega Laptop 4317,Deportes,7570.62,440
447,Super Reloj 4060,Alimentos,8993.72,361
448,Super Cámara 7839,Belleza,2911.31,20
449,Smart Laptop 5384,Ropa,661.03,259
450,Mega Cámara 4264,Libros,7329.49,253
451,Lite Camiseta 157,Hogar,3537.75,317
452,Lite Cámara 626,Belleza,11257.14,26
453,Lite Monitor 9304,Deportes,2741.68,416
454,Mega TV 7559,Hogar,7311.86,397
455,Eco Mochila 693,Juguetes,150.7,425
456,Lite TV 2951,Ropa,14321.44,432
457,Super TV 8401,Ferretería,732.72,279
458,Pro TV 3274,Juguetes,7477.88,382
459,Ultra Mochila 6532,Libros,8669.28,471
460,Pro Camiseta 6491,Electrónica,13579.32,430
461,Eco Reloj 9371,Belleza,12443.13,254
462,Smart Laptop 8830,Libros,11215.09,277
463,Lite Monitor 4010,Deportes,12689.99,405
464,Eco Monitor 7865,Ferretería,3443.2,377
465,Ultra Mesa 3790,Ropa,8054.34,3
466,Ultra Cámara 4468,Belleza,13366.69,224
467,Lite Mochila 2484,Alimentos,13259.43,421
468,Pro Reloj 5341,Alimentos,12398.69,257
469,Ultra Cámara 2064,Hogar,12309.79,435
470,Ultra Silla 7465,Deportes,2624.91,368
471,Max Laptop 4682,Electrónica,13489.65,348
472,Lite Laptop 1445,Juguetes,11852.51,298
473,Ultra TV 3641,Alimentos,1280.01,43
474,Ultra Zapatos 7530,Ferretería,1444.63,447
475,Max Laptop 1459,Ferretería,2518.54,197
476,Max Reloj 2441,Libros,12905.67,90
477,Super Silla 321,Libros,12804.6,289
478,Smart Reloj 6779,Belleza,7269.07,145
479,Smart Monitor 2690,Deportes,1873.61,273
480,Mega Zapatos 7563,Libros,3440.96,83
481,Mega Laptop 4502,Belleza,10860.23,166
482,Lite Mesa 8163,Ropa,1748.16,257
483,Ultra Mochila 5463,Juguetes,14565.28,215
484,Max TV 2300,Electrónica,10402.78,366
485,Ultra Mochila 5992,Deportes,9240.4,398
486,Super Reloj 4052,Belleza,2895.21,482
487,Pro Silla 8676,Hogar,5088.39,302
488,Super Zapatos 7359,Ferretería,807.49,493
489,Super Silla 1300,Ferretería,13574.81,431
490,Pro TV 1861,Juguetes,8873.38,217
491,Lite Monitor 8330,Juguetes,751.39,43
492,Super Monitor 7783,Ferretería,3627.68,212
493,Eco Mochila 5932,Hogar,7033.39,19
494,Lite Cámara 9299,Deportes,7827.52,76
495,Mega Mesa 6802,Ferretería,4859.12,75
496,Eco Silla 8680,Alimentos,14213.14,174
497,Smart Silla 4045,Juguetes,13213.63,256
498,Super Mesa 2028,Ferretería,6935.75,204
499,Smart Cámara 2860,Alimentos,7870.34,228
500,Lite Mochila 7581,Electrónica,13795.98,363
501,Smart Silla 1884,Deportes,4748.91,9
502,Smart Mochila 1992,Libros,12445.12,380
503,Super TV 8701,Juguetes,2880.19,416
504,Mega TV 7428,Juguetes,9419.68,421
505,Eco TV 1591,Ropa,10936.05,489
506,Smart Mochila 7652,Libros,6694.25,284
507,Smart Mesa 855,Deportes,4207.68,219
508,Max TV 4456,Juguetes,3961.53,354
509,Super Mesa 8118,Hogar,1944.71,495
510,Pro Monitor 1617,Electrónica,7637.85,189
511,Smart Zapatos 6611,Libros,5315.83,3
512,Lite Camiseta 6830,Electrónica,12168.42,87
513,Max Reloj 3326,Deportes,6259.71,434
514,Max TV 7858,Ropa,1935.16,357
515,Smart Silla 1924,Hogar,7740.98,152
516,Mega Monitor 4066,Hogar,8784.5,442
517,Ultra Cámara 4123,Hogar,2137.15,446
518,Mega TV 8584,Ferretería,677.11,407
519,Lite Laptop 5524,Deportes,5067.19,151
520,Super Cámara 3514,Ferretería,13588.05,382
521,Super Mesa 1995,Alimentos,2428.83,128
522,Pro Laptop 1391,Hogar,278.53,235
523,Eco Silla 7587,Belleza,1977.27,393
524,Ultra Camiseta 8390,Belleza,6977.13,27
525,Max Silla 467,Alimentos,7052.71,207
526,Eco TV 5833,Ferretería,5545.92,33
527,Eco Laptop 7690,Juguetes,9627.01,185
528,Ultra TV 321,Ropa,4509.02,294
529,Smart Silla 9911,Deportes,3990.59,341
530,Pro Monitor 444,Electrónica,1824.06,136
531,Super Camiseta 1123,Electrónica,4636.14,275
532,Max TV 8065,Belleza,8321.76,153
533,Pro Mesa 3407,Electrónica,4389.44,224
534,Pro Laptop 4665,Hogar,6147.95,82
535,Ultra Cámara 8989,Hogar,4538.62,110
536,Mega Cámara 5058,Electrónica,13409.22,129
537,Ultra Cámara 6095,Ropa,11000.04,300
538,Super Zapatos 4690,Belleza,13303.64,427
539,Smart Silla 6420,Hogar,12392.34,387
540,Eco TV 4497,Hogar,12439.76,103
541,Lite TV 1444,Ferretería,451.72,474
542,Super Laptop 3248,Belleza,6833.43,326
543,Ultra Laptop 6145,Alimentos,6803.64,308
544,Ultra Zapatos 8836,Ferretería,10729.01,179
545,Ultra Zapatos 8355,Hogar,13764.34,162
546,Eco Laptop 7222,Deportes,10315.81,68
547,Ultra Monitor 9512,Alimentos,7434.93,454
548,Lite Laptop 1226,Belleza,9620.29,154
549,Mega Silla 2257,Libros,12019.82,269
550,Ultra TV 1594,Hogar,12820.44,293
551,Pro Monitor 5134,Ferretería,10941.93,301
552,Pro Mesa 9603,Belleza,338.86,266
553,Smart Cámara 1956,Belleza,8854.77,88
554,Eco Cámara 2974,Ferretería,770.3,118
555,Ultra Laptop 1006,Libros,1227.8,340
556,Max TV 331,Ferretería,4794.48,38
557,Smart Monitor 5098,Ropa,7119.88,483
558,Ultra TV 1373,Ropa,13037.65,114
